UserId,Skills,YearsOfExperience,EnglishLevel,UsersPosition
680213,"javascript, c for microcontroller, hardware design, html5, css3, mongodb, docker, react.js, scss, front end, redux, firmware development, git flow, git",7,0,Front-End Developer
658748,"sql server, javascript, wcf, html5, json, wpf, xml, visual basic, visual studio, web services, web api, react.js, single-­page applications, my sql, ASP.Net MVC, entity framework, xaml, c#, linq, ssis, ssrs, jquery ui, angular, php, jquery, .net",14,3,Senior Technical Team Leader
668641,"javascript, html5, css3, node.js, oracle db, angular, java",8,0,Full Stack Developer
637356,"android, sql, sql server, scrum, spring, uml, english, html, google analytics, analysis, phonegap, github, svn, software development, software engineering, java me, user experience, user interface, team leadership, problem solving, leadership, innovation, blackberry, firebase, sqlite, user interface to brazilian, mobile development, communication, scrum master, realm, international projects, google cloud message, annotations, teaching, mobile applications, information technology, team management, product owner, kotlin, certified scrum master, gradle, google api's, rxandroid, retrofit, scrum master certified, modeling, material design, gson, unit testing, picasso, extreme programming, volley, csm, lead developer, certified product owner, j2me, team work spirit, leading skills, mobile application development, android studio, proactive, eclipse, java, git",14,3,Senior Mobile Software Developer
672964,"pmi, workflow, risk management, ms project, pmp, wbs chart, budgetary management, ability to meet deadlines., negotiation capability, easy learning, easer of working in a group, primavera",15,0,Project Management Specialist
642550,"unity, game development, game design, c#",6,0,Game Programmer
642404,"iso, 70-461 - querying microsoft sql server, managing budgets, computer maintenance, diesel engine",19,0,Java - Basic level
668235,"javascript, html5, css3, ux, react.js, typescript, flask, jquery, git",2,4,Front End Developer
646088,"sql server, weblogic, uml, html5, json, jsf, ejb, css3, soap, xml, itil, spring mvc, tomcat, maven, struts, log4j, oracle db, spring data, my sql, ant, richfaces, c#, hibernate - intermediate, ajax, angular, java",12,0,Passionate about all kind of technologies.
670152,"ruby on rails, html5, postgresql, oracle db, elasticsearch, rspec, java, aws",6,0,Back-end developer
658104,"javascript, html, css, node.js, seo, sass, ux, sketch, react.js, user experience, zeplin, redux, jquery ui, design mobile, jquery, react native",9,3,Technical Front-End Lead and UX Specialist
649087,"sql, javascript, python, twitter bootstrap, react.js, rest api, django, microservices, asterisk, linux, angular, git",8,0,Back-end developer
642191,"sql server, javascript, mvc, wcf, html5, bootstrap, swift, web development, soap, design patterns, oop, visual studio, docker, web api, cloud computing, consulting, c#, ASP.Net Core, negotiation capability, sql query, php, jquery, .net",10,3,Software Engineering
672615,"react.js, jee, java",12,0,Java Developer
679132,"tdd, javascript, python, html5, postgresql, css3, node.js, mongodb, docker, bash script, react.js, vue.js, django, express.js, google app engine, api, heroku, numpy, pandas, django rest, git, aws, react native",4,3,Software Engineer
657491,"android, azure, javascript, html, css, react.js, typescript, c#, unit testing, angular, jquery, .net, .net core",6,3,"Anything worth doing, is worth doing very well."
638967,"sql, microsoft office, research, crm, excel, marketing, analysis, sass, data analysis, analytics, digital marketing, statistics, reporting, leadership, market research, spanish, management, strategic planning, marketing strategy, marketing analytics, public speaking, microsoft excel, powerpoint, program management, business strategy",14,4,"MBA, Data Analyst, Excel, SQL, SAS, Tableau"
654839,"tdd, sql, scrum, javascript, python, zend framework, c, postgresql, mongodb, design patterns, docker, bash script, memcached, nginx, django, go lang, open source, redis, elasticsearch, heroku, celery, flask, rabbit mq, symphony, silex, ec2, linux, php, git",7,1,Developer/Engineer 
641068,"sql, windows, jcl, tso ispf, cics, my sql, db2, cobol, vsam, zos, easytrieve, roscoe, endevor, american sign language, linux",14,0,Mainframe COBOL Developer
671498,"c, testing, postgresql, trello, selenium, test automation, bdd - behavior-driven development, customer service, php",0,0,Software Tester
678485,"javascript, laravel, node.js, vue.js, redis, php",2,0,Software Engineer and Software Community Builder
672188,"sql, scrum, javascript, spring, uml, bootstrap, postgresql, jsf, jsp, hibernate, ejb, jpa, delphi, soap, digital, design patterns, xml, spring mvc, junit, j2ee, apache, jboss application server, maven, struts, software engineering, ansible, jenkins, iis, mac os, subversion (tortoisesvn), jdbc, drupal, sqlite, db2, cvs, ibm websphere, archlinux, nosql, clipper, bea weblogic, erwin, bemcss, teaching, algorithms, ibm rational clear case, apache tomcat, ipython, adianti, mel scripting, django rest, web applications, jsp and servlets, apache maven, ajax, linux, j2me, database acces, training & mentoring, eclipse, java, jquery",18,0,Software Engineering
653734,"python, laravel, mvc, codeigniter, yii, lamp, jquery mobile, react.js, django, angular, php, jquery",8,3,Senior Software Engineer
671923,"javascript, english, html5, postgresql, web development, css3, node.js, mongodb, social media, phonegap, grails, react.js, databases, spring boot, front end, go lang, express.js, spanish, dynamo db, ajax, linux, web performance, java, jquery, git, aws",6,3,Sr. Full Stack Developer
665777,"android, web services, rest api, firebase, sqlite, mvvm, android api, retrofit, google maps api, android volley api, picasso, volley, room, dagger2, okttp",2,3,I am an Android application developer
674315,"sql server, javascript, python, wcf, wpf, web api, oracle db, ethereum, blockchain technologies, c#, jquery, .net",8,0,C#.NET Developer -  Data Analytics Enthusiast
662314,"research, creative strategy, teaching, creative solutions, math, fast learning",6,0,Accountant
681307,"ux, ui, invision, user experience, design thinking, adobe xd, user research, design user experience, figma",3,3,UI/UX Designer
645331,"research, analytics, digital marketing, google adwords, strategic planning",12,0, Professional passionate in marketing.
639521,"tdd, azure, javascript, node.js, visual studio, docker, vagrant, iis, windows and linux servers, continuous integration, tfs, ASP.Net MVC, meteor, windows azure, c#, xamarin forms, ASP.Net Core, git flow, server less, angular, php, git, aws, .net",15,3,Full Stack Developer
658662,"sql, sql server, javascript, english, postgresql, crm, pl/sql, windows server, itil, virtualization, oracle db, e-commerce, business intelligence, db2, communication, cloud computing, solutions architecture, relationship management, api, pre-sales, presentation, aix, linux",11,3,"Solution Architect, Pre Sales Engineer"
635700,"english, pmbok, itil v3 foundation, business intelligence, leadership, office 365, system analysis, telecommunication, it operations, spanish course, sql query, totvs protheus, advpl, protheus, protheus advpl (totvs)",12,3,IT Leader
658322,"tdd, sql, ruby on rails, scrum, javascript, uml, postgresql, ios, mongodb, objective-c, vagrant, react.js, rest api, mysql, webpack, redux, es6, ajax, linux, php, java, jquery, git",11,3,Software Engineer
677875,c#,2,4,Architecting Web Applications for Fun and Profit
659453,"sql server, javascript, laravel, html, css, agile development methodology, jira, bash script, qlikview, ASP.Net MVC, redis, entity framework, apache tomcat, c#, ajax, database acces, mobile application development, angular, php, jquery, .net, mssql, itil v3 intermediate",11,4,Senior Software Developer
650642,"android, sql, javascript, c, c++, html5, react.js, assembly, entity framework, c#, linq, angular, java, jquery, .net",8,3,Software Developer
669842,"javascript, wordpress, html, branding, css, google ads, google analytics, wireframe, webdesign, google adwords, bemcss, ux design",5,4,"UX Designer, Digital Marketer"
677853,"sql server, node.js, jira, react.js, nginx, workflow, webpack, application lifecycle management, redux, experience with middleware pi",5,3,Full stack Engineer
639449,"sql, sql server, scrum, javascript, spring, uml, jsf, jsp, hibernate, ejb, web development, soap, pl/sql, design patterns, xml, junit, tomcat, web services, maven, software engineering, subversion, groovy, grails, jira, react.js, oracle db, weblogic server, jms, team leadership, problem solving, software architecture, typescript, clean code, jasper reports, redux, eclipse, angular, java, jquery, git",17,3,Passionate for delivering value.
671728,"tdd, javascript, react.js, typescript, unit testing, angular",4,0,Senior Front End Developer
657229,"leadership, it solution strategic, it infrastructure, architecture, it management, teamwork, coaching, it budget management, project management",6,0,IT Project Manager / IT Manager
677631,"javascript, css3, java",0,0,Web Developer
636222,"sql, sql server, javascript, html5, css3, visual studio, iis, vb6, oracle db, c#, pentaho data integration, ssis, ssrs, .net",10,3,Full-stack Developer
649536,"android, sql server, scrum, javascript, postgresql, web development, node.js, data modeling and systems analysis, responsive web design, rest api, my sql, object orientation, etl, c#, mobile hibrid dev, angular, php, java, jquery, .net",6,3,Full Stack Developer
635220,"tdd, sql, sql server, python, less, docker, jenkins, r programming, neo4j, c#, angular",12,3,Software Engineer / Full Stack Engineer
666927,"sql server, scrum, javascript, c++, english, html5, bootstrap, css3, mongodb, visual studio, apache, agile, ansible, devops, oracle db, soa, rest api, nginx, microservices, continuous integration, typescript, cassandra, api, assembly, c#, ASP.Net Core, continuous delivery, linux, angular, git, aws, .net",16,0,Senior Software Developer/System Architect
639219,electronic,10,0,Electronic Technician
655709,"wordpress, after effects, web design responsive, mobile devices, animation, premiere pro cc, video editing, mdm, photoshop, design user experience, graphic design",5,0,Web Designer
667582,"azure, sql, sql server, javascript, mvc, html, json, web development, css, xml, software engineering, docker, web api, jira, ux, data analysis, r programming, data science, rest api, vue.js, business intelligence, typescript, tableau, computer science, flask, teaching, entity framework, birt, c#, ASP.Net Core, linq, integration test, unit testing, web applications, ajax, linux, angular, java, jquery, .net",6,4,Software Engineer
533493,"ruby on rails, javascript, css3, visual basic, ux, java",12,0,Web Developer
642409,"cobit, itil v3 foundation, informix, 4gl, protheus, sap",5,3,Systems Analyst Trainee
674136,"javascript, laravel, codeigniter, node.js, my sql, continuous delivery, php",12,0,Senior PHP Developer ( Team Lead )
647400,"excel, storage, pc maintenance, french",7,0,INDUSTRIAL ENGINEER
678111,"python, html5, css3, react.js, aws",4,4,Software Developer
660804,"microsoft office, goal oriented, communication, relationship management, customer management, supervisory skills, banking, team work spirit",12,1,Bank Branch operations
677709,"javascript, html5, bootstrap, css3, devops, ux, react.js, user experience, angular, aws, react native",3,2, Use front-end developer
671286,"scrum, python, c, c for microcontroller, hadoop, statistics, business intelligence, artificial intelligence, machine learning, scrum master, matlab, algorithms, sas guide, hive, neural networks, jupyter, math, sql query, tensorflow, aws, keras, calculus, linear algebra",12,0,Data Scientist
664769,"android, javascript, spring mvc, junit, docker, nosql, ASP.Net Core, angular, java",8,3,Software Engineer
638285,"ddd, javascript, python, html5, postgresql, django, django rest",3,0,A self-taught Python developer.
678238,"elixir, ruby on rails, javascript, html5, bootstrap, postgresql, css3, sass, phoenix framework, redis, elasticsearch, rabbit mq, rspec, capybara, sidekiq",8,3,A programmer who cares about his craft
669775,"sql server, pmi, crm, itil, digital marketing, oracle db, databases, qlikview, business intelligence, architecture, project management professional, teradata, etl, operating systems, qlik sense system adminitrator, it service management, sql development, salesforce.com",11,3,IT Project Coordinator
640142,"sql server, uml, html5, analysis, visual studio, wireframe, process analysis, functional specifications, use case, c#, ajax, bpm, photoshop",19,0,Business Analyst / .NET Developer
663135,"javascript, html, css, ux, ui, react.js, digital marketing, npm, front end, product design, webpack, redux, es6, unit testing, es7, angular, git, react native",7,4,"UI/UX DESIGNER, JAVASCRIPT DEVELOPER"
651539,"sql server, javascript, python, spring, html5, ios, mongodb, svn, groovy, oracle db, spring boot, jms, go lang, websphere mq, activemq, kotlin, c#, scrum master certified, lombok, java, git",13,3,Sr. Java Analisys Developer
667051,"interpersonal skills, statistics, quality assurance, problem solving, risk management, communication, technical skills, documentation, compliance, project planning, troubleshooting, team player, multi-task, time-management and team work skills.",14,0,Quality assurance specialist
638079,"sql, scrum, javascript, html5, json, swift, css3, windows, xml, oop, github, objective-c, jira, mac os, databases, pmp, system analysis, confluence, cocoapods, xcode, project management, java, git",15,0,Software Engineer
675910,"android, sql, windows forms, javascript, english, html5, jsf, hibernate, jpa, css3, node.js, servlets, struts, react.js, jstl, communication, presentation, c#, sql query, jsp and servlets, servlets - advanced, android studio, angular, java, jquery, french",3,0,Java Developer
677274,"c++, html5, adobe illustrator, system development, lightroom cc, photography, microsoft excel, sql query, totvs protheus, advpl, photoshop, java",13,0,Web and Graphic Design
676958,"javascript, node.js, firebase, nosql, aws",0,0,Full-stack javascript developer
676956,"sql, sql server, javascript, python, mvc, html, hibernate, erp, pl/sql, crystal reports, data science, rest api, sql and oracle pl/sql developer, django, mysql, bi, etl, oracle pl/sql, django - beginner, centura, c#, django rest, relational database, java, .net",11,3,ERP and BI Software Engineer
654497,"research, ux, prototype, sketch, visual design, product design, adobe xd, photoshop",6,0,Product designer (UX/UI)
646367,"wireframe, prototype, design thinking, usability testing, user research",3,0,UX Designer with a heart of entrepreneur
637594,"c++, html5, web development, asp, ux, oracle db, front end, sql development, web applications, linux, backend development, php",9,0,Front End / Web developer -  Systems Analyst
670961,"sql server, asp, spring boot, thymeleaf, apache wicket, php, java",10,0,Software developer
674835,"python, c++, agile development methodology, mongodb, svn, software development, jira, jenkins, data analysis, analytics, r programming, Big Data, data science, hadoop, shell script, team leadership, business intelligence, data mining, tableau, machine learning, scrum master, business analysis, spark, quality center, team management, predicting furure trends, git, robot framework",9,3,R&D Technical Lead
673382,"ddd, sql server, postgresql, mongodb, visual basic, visual studio, oracle db, rest api, microservices, ASP.Net MVC, genexus 8, 9, x ev1, ev2, ev3, entity framework, c#, ASP.Net Core, .net, development",10,3,C# developer analyst
651275,"azure, javascript, html5, bootstrap, css3, less, phonegap, cordova, sass, ionic framework, react.js, vue.js, tfs, typescript, semantic ui, blockchain technologies, material design, progressive web apps, angular, git, aws, google cloud",8,0,Principal UI Consultant / FrontEnd Architect 
639159,"wordpress, html5, research, adobe illustrator, web design responsive, ux, wireframe, prototype, user experience, information architecture, design thinking, art direction, product design, usability testing, interface design, lean mindset, photoshop, design user experience",6,2,"Product, UX/UI,  Designer Researcher"
678367,"python, wordpress, c, html5, css3, arduino, my sql, leadership, management, django - beginner",2,0,TECH
637333,"tdd, ruby on rails, javascript, postgresql, elasticsearch, rspec, php",9,0,Developer at Engescom
638781,"azure, sql, node.js, mongodb, design thinking, .net compact framework, angular",3,0,Software Engineer Fullstack 
634867,"html5, css3, visual basic, sql development, c#, power bi",15,0,System Analyst and Developer
642080,"mba, advertising, pricing analysis, budgetary management, adobe marketing cloud, productivity improvement",11,0,MARKETING SPECIALIST 
651628,"spring, node.js, spring boot, microservices, java",12,0,Software Architect
680174,"sql, ruby on rails, sql server, javascript, python, html, postgresql, firebird, bitbucket, apache, maven, agile, docker, ansible, jira, bash script, jenkins, devops, firewall, unix, debian, kanban, oracle db, databases, sql and oracle pl/sql developer, nginx, mysql, continuous integration, centos, gitlab, powershell, elasticsearch, red hat, confluence, continuos deployment, postfix, digital ocean, rds, linux servers administration, database tuning, load balance, puppet, redmine, continuous delivery, ec2, linux, linux debian, database administration, shell, ci/cd automation, System Administration, php, git, aws, terraform, ruby, exim",11,3,DevOps Engineer
681276,"scrum, javascript, python, hibernate, agile development methodology, spring mvc, react.js, software architecture, front end, web applications, java, react native",8,3,Software Engineer
682027,"sql, ruby on rails, javascript, python, html5, css3, visual basic, software developer, django - beginner, c#, bootstrap - basic, ajax, .net",8,0,back end developer  - desktop application
674453,"sql server, scrum, javascript, uml, postgresql, windows server, visual basic, itil, iis, vb6, oracle db, sharepoint, microsoft sharepoint, cognos, microsoft project, iot, tsm, ajax, microsoft crm, java",4,1,Java Architect / Developer
669646,"sql server, javascript, mvc, wcf, crm, crystal reports, design patterns, xml, oop, classic asp, svn, web services, software development, web api, vb6, oracle db, databases, rest api, data integration - enterprise, team leadership, software developer, tfs, ASP.Net MVC, devexpress, estimation, kendo, entity framework, vbscript, infragistics, c#, payments, redmine, ajax, microsoft crm, training & mentoring, jquery, .net",10,3,Senior Software Engineer
681522,"javascript, spring, html5, jsf, hibernate, ejb, jpa, css3, j2ee, maven, react.js, jdbc, android api, android framework, angular, java, react native",11,0,Senior Full Stack Software Engineer
638907,"ruby on rails, javascript, vue.js, git",2,3,Full-Stack Developer
675692,"spring, html5, hibernate, css3, spring mvc, oracle db, rest api, hadoop, hive, impala, java, jquery",7,3,Java developer with around 6 years of expertise
681665,"azure, node.js, react.js, c#, angular, java",5,0,FullStack Developer
648328,"android, scrum, unity, swift, ios, unity 2d, flash, oop, visual studio, actionscript 3, software engineering, subversion, iphone, objective-c, game development, my sql, mobile devices, gamification, object oriented analysis and design, xcode, mobile applications, game mechanics, unity3d - basic, unity ios, java, git, aws",11,3,"Unity3D Developer, Mobile Game Programmer"
667713,"sql, javascript, python, mvc, json, node.js, mongodb, docker, my sql, express.js, gitlab, redis, elasticsearch, api, nosql, rabbit mq, es6, kubernetes, php, git",2,3,Software Engineer
679211,"javascript, databases, webdesign, microsoft sharepoint, bemcss, powerbi, apache tomcat, datastage etl, ssrs, computer maintenance, php",6,4,SOFTWARE / BI DEVELOPER
641474,"swift, web development, ios, objective-c, rest api, mobile development, mobile design",7,4,"Problem solver, iOS Designer & Developer"
679270,"android, javascript, web development, react.js, kotlin, c#, php, java",2,0,Software Developer and Instructor
663986,"business analysis, math, strong communication skills, good interpersonal skills",5,0,TEACHER OF IGCSE ECONOMICS / AGRIC/BASIC SCIENCES 
654980,"iso, google adwords, accounting, corporate finance, adobe marketing cloud, contracts analysis, credit recovery, training & mentoring",8,0,Administration and trained in people management
664495,"sql, scrum, javascript, uml, css3, node.js, mongodb, github, software engineering, subversion, devops, pmbok, test automation, mongoose, saas, continuous delivery, linux, project management, angular, php, java",7,3,Agile Project Manager and Full Stack Developer
640613,"sql, scrum, javascript, html5, bootstrap, json, postgresql, web development, css3, erp, soap, node.js, xml, oracle db, tomcat server, weblogic server, rest api, xsl, api, solr, c#, oriented object, linux, java, git",10,0,Full-stack Software Developer
672525,"android, javascript, weblogic, kotlin, c#, java",7,3,Software Developer
603928,"android, web services, agile methodologies, sqlite, mvvm, mockito, kotlin, rxandroid, retrofit, mvp, unit testing",4,0,Mobile Engineer | Andriod Developer
677839,"javascript, laravel, codeigniter, node.js, ionic framework, react.js, vue.js, angular, php, react native",4,4,Full Stack Developer
679109,"javascript, html5, bootstrap, css3, sass, responsive web design, user experience, user interface, adobe suite, material design",7,3,UI/UX Designer and Frontend Developer
638538,"ruby on rails, sql server, spring, postgresql, soap, pl/sql, mongodb, design patterns, web services, maven, software development, jenkins, oracle db, spring boot, rest api, gradle, ant, maven knowledge, shell script, mysql, software architecture, object orientation, business intelligence, db2, integration architecture, rabbit mq, cucumber, linux, backend development, raml, mulesoft, php, java, git",12,3,Full Stack IT Professional
653656,"python, c++, machine learning, video processing, image processing, tensorflow, computer vision",14,4,Deep Learning enthusiast
675495,"android, sql server, scrum, javascript, html5, json, netbeans, css3, agile development methodology, google analytics, github, bitbucket, junit, agile, jira, kanban, agile methodologies, trello, rest api, my sql, express.js, gitlab, firebase, artificial intelligence, kotlin, gradle, c#, retrofit, google maps api, picasso, google play services, agile and kanban process, multithreading, git flow, sugar, butter knife, android studio, java, git, .net",7,3,Android Developer
635419,"javascript, html5, bootstrap, postgresql, css3, node.js, mongodb, design patterns, web design responsive, my sql, express.js, angular, php, jquery",8,0,Full-stack Developer
660632,"churn management, compliance, customer experience, customer success, sales and client relationship, fintech, teamwork oriented, account management",8,0,Customer Success Manager
663906,"hardware, windows, network, operating systems, cyber security, linux",4,0,"Tech Support, Network, Cyber Security"
675725,"android, sql, javascript, json, swift, ios, xml, phonegap, programming, databases, user interface, sqlite, opencv, cocoa touch, xcode, mobile applications, eclipse, php, java, jquery",4,0,Lead iOS Developer
680169,"android, scrum, ios, java, react native",10,0,Specialist Mobile Developer
662786,"sql server, javascript, python, microsoft office, programming, quality assurance, microsoft word, microsoft project, microsoft excel, powerpoint, linux, project coordination, photoshop",4,0,Project and IT Operations Manager
642664,"sql server, javascript, c++, node.js, mongodb, ionic framework, vue.js, c#, quasar framework, angular",21,0,Mobile / WEB - Team Leader
660089,"sql server, wcf, json, soap, digital, xml, asp, spring mvc, 3d studio max html5, xamarin, telecommunication, android api, apache storm, apache tomcat, delphi for ios, mel scripting, credit recovery, asp.net ajax control toolkit, aspose reports, budgeting, eclipse, .net",3,2,Senior Software Developer
672173,"javascript, node.js, oracle db, express.js, es6, angular, java",6,0,Software Engineer
659052,customer support,3,0,LTE OPTIMIZATION/PERFORMANCE ENGINEER
651819,"wordpress, laravel, html5, bootstrap, seo, gulp/grunt, ux, photoshop, responsive development, angular",5,0,FRONT-END DEVELOPER 
654363,"sql server, windows, windows and linux servers, switchs layer 2 and 3, firewall, database systems, database design, storage, it infrastructure, backup systems, network infrastructure, operating systems, troubleshooting, server administration, routers, network administration, data entry, lan/wan, ipv4, database administration, network engineering",8,0,IT Infrastructure Specialist
674359,"crystal reports, jira, alm, itil foundation certified, leadership, cold fusion, b2b, project management professional, scrum master, rfid, ariba network, sap implementation, agile & waterfall methodologies, sdlc practices, mastersaf",20,0,Project Manager | Business Analyst Senior
666585,"wordpress, laravel, bootstrap, jsp, codeigniter, digital, xml, adobe illustrator, less / sass, grails, 3d studio max html5, front end, adobe dreamweaver, educational instructor, archlinux, coding and modularization, telecommunication, bemcss, vbscript, application lifecycle management, apache tomcat, ipython, afnetworking, conversion rate optimization, delphi for ios, computer maintenance, ajax, jquery, .net",20,0,Senior Application Developer
671377,"unity, swift, ios, objective-c, agile project management, virtual reality, c#",3,3,Mobile Developer
658945,"javascript, unity, react.js, vue.js, android studio, react native",4,0,React Developer
679557,"iso, prototype, statistics, microsoft outlook, google adwords, offshore, telecommunication, accounting, it operations, cmake, payments, managing budgets, claims, forecasting, security solutions, training & mentoring",12,0,Co-Founder and Managing Partner
678610,"sql, python, c++, c for microcontroller, hardware design, matlab, c#, embedded systems, simulink",14,3,Hardware/Software/Embedded  Engineer
662864,"javascript, nhibernate, css, bitbucket, docker, jira, microservices, events management, api, entity framework, teamcity, sql development, c#, team foundation server, git repository, continuous delivery, containerization, php, java, .net, react native",7,4,Senior .NET Developer
651192,"python, postgresql, windows, bitbucket, ansible, jira, bash script, jenkins, samba, openstack, kvm, zabbix, my sql, centos, rabbit mq, lxc, red hat, ubuntu server, proxmox, aix, solaris, haproxy, puppet, gerrit, linux, vmware esxi, git",17,3,DevOps Engineer
666786,"ruby on rails, javascript, python, wordpress, laravel, postgresql, node.js, mongodb, docker, vagrant, react.js, nginx, django, flask, tornado, linux, php, jquery",10,3,Developer
675634,"sql, ruby on rails, sql server, javascript, spring, java patterns, bootstrap, postgresql, css3, soap, node.js, mongodb, design patterns, spring mvc, sass, react.js, soa, ember.js, spring boot, my sql, microservices, cassandra, payments, sql and pl/sql tuning, apache kafka, spring cloud, ssrs, swagger, liquibase, psql, apache maven, java",4,3,Software Developer
659369,"laravel, mongodb, lamp, java se, nginx, mysql, angular, php",7,3,Lead Software Developer
679630,"sql, sql server, scrum, javascript, english, testing, html5, json, delphi, automation, node.js, xml, jira, jenkins, unix, agile methodologies, quality assurance, microsoft sharepoint, selenium, chef, advertising, pricing analysis, usability testing, regression testing, user acceptance testing, bugzilla, cucumber, protractor, natural, accounting, cisco certified networking associate, quality center, test management, corporate finance, vbscript, test automation, disaster recovery, android api, troubleshooting, certified scrum master, adobe marketing cloud, appium, 4gl, manual testing, delphi for ios, test design, functional testing, credit recovery, requirements analysis, web applications, apache maven, 3d builder, eclipse, java",8,0,Associate Project
663201,"web development, web design responsive, database administration, angular, php, aws",4,3,Web & Mobile Application Developer
645176,"android, javascript, python, css3, kotlin, phalcon, angular, php, jquery, git",5,3,Android Developer
673388,"sql server, python, spring, bootstrap, postgresql, hibernate, oracle data integrator, oracle service bus, my sql, signalr, c#, angular, java, git",5,3,Backend Developer
659735,"android, sql, javascript, html5, web development, arduino, node.js, svn, mac os, react.js, my sql, doctrine, ubuntu server, hapi.js, scikit-learn, xamarin forms, git repository, esp8266, java platform, tensorflow, php, react native",19,4,IT Manager and Software Developer
670325,"spring, bootstrap, jsf, jsp, ejb, web development, web services, struts, ionic framework, docker, oracle db, rest api, bpm, scss, mobile development, scrum master, rabbit mq, ionic2, redmine, angular, java",11,3,Mobile and Web Developer Team Leader
673142,php,2,0,"Php, html, css, javascript"
673151,"vray, adobe after effects, autodesk 3ds max, lighting, rendering, autodesk maya, simulation, nuke, arnold render, photoshop",11,0,3D Artist/ Generalist
659721,"unity, visual studio, xamarin, database design, c#, .net",4,0,Xamarin and unity Developer
669080,"testing, html, web development, project management professional, business development, design user experience, java",4,0,IT project manager
671366,"xd, react.js, xamarin, ilustrator, c#, ASP.Net Core, photoshop, angular, php, react native",9,3,Engineer
533450,"javascript, laravel, html5, bootstrap, css3, cordova, ionic framework, devops, my sql, foundation, angular, php",22,0,Full Stack Developer
664526,"word, social media, marketing, digital marketing, video production, soundforge, digital media, new media, marketing communications, operating systems, public speaking, powerpoint, blogging, cms, photoshop",11,0,Communications and Marketing Professional
677309,"ccna, mpls, estimation for sale proposals, ariba cloud integration, exchange server multi-tenant, rfp, continuos deployment, freebsd, openvpn, windows drivers, cisco certified networking associate, it operations, rfid, juniper routers, cisco wireless technologies, provisioning, checkpoint, cisco asa, carrier ethernet, managing budgets, avaya site administration, training & mentoring, aws",8,0,Sr Product Mgmt Specialist
637235,"sql, javascript, html, css, node.js, mongodb, react.js, agile methodologies, rest api, mysql, problem solving, typescript, nosql databases, c#, linux, analytical and critical thinking skills, angular, php, git",7,3,Full Stack Software Developer
635699,"sql, javascript, laravel, mvc, json, css3, pl/sql, twitter bootstrap, apache, oracle db, rest api, object orientation, api, red hat, ajax, linux, angular, php, jquery, git",12,0,Senior Web Developer
640705,"javascript, postgresql, cobit, it operations, training & mentoring, php, jquery",12,0,Software Engineer
661068,"microsoft office, active directory, windows, windows and linux servers, dhcp, pmbok, problem solving, itil v3 foundation, computer network, administrator network, data center, it infrastructure, skype for business, office 365, backup tools, communication, solutions architecture, project lead, presentation, network infrastructure, lotus notes, process improvement, lotus domino, service desk, disaster recovery, project planning, it service management, server administration, cabeamento estruturado, cisco wireless technologies, windows administration, microsoft active directory, network administration, teamwork, dedication and honesty., supervisory skills, negotiation capability, computer maintenance, creativity, initiative, adaptability, conflict management, network protocols, microsft skills, proactive",20,0,Senior University Ttechnician
676665,"javascript, html, css, node.js, mongodb, gulp/grunt, sass, web services, agile, docker, react.js, responsive web design, rest api, mysql, express.js, drupal, webpack, twig template engine, redux, mustache, handlebars, es6, babeljs, photoshop, graphql, angular, php, jquery, git, jest, enzyme",7,3,Senior Web Developer
670881,"javascript, wordpress, zend framework, json, rest api, joomla, magento, linux, php, aws",17,1,"PHP programmer,  web development"
677990,training & mentoring,7,2,lecturer in college of Agriculture Lafia Nasarawa
635409,"ux, webdesign",3,0,"Social Media, UX Design, WebDesign"
644534,"microsoft office, offshore, painting, analytical and critical thinking skills, maintenance and repair",19,3,SITE FOREMAN PAINTING
673942,"android, python, c, c++, design patterns, visual studio, software development, shell script, software architecture, computer network, machine learning, coding and modularization, nlp, algorithms, embedded software, sql query, data structures, mobile application development, eclipse",5,3,An enthusiastic Software Engineer/Developer 
647193,"javascript, css3, my sql, php",7,0,Developer Web
671524,"javascript, python, django, django rest, java",8,2,"Backend Software Engineer, Genomika"
641676,"android, javascript, python, uml, html5, web development, codeigniter, rest api, my sql, object oriented analysis and design, operating systems, test-driven development (tdd), unit testing, linux, php, jquery, git",12,0,Web and Mobile Developer
639505,"android, sql server, javascript, wcf, html5, bootstrap, web development, css3, pl/sql, node.js, crystal reports, mongodb, visual basic, visual studio, sass, docker, rest api, vue.js, devexpress, redis, nosql, entity framework, vbscript, mean, c#, mvc 4 & 5, ASP.Net Core, unit testing, backend development, angular, jquery",12,3,Code lover!
634976,"tdd, ddd, sql, sql server, scrum, javascript, mvc, html5, bootstrap, json, design patterns, xml, github, jenkins, devops, soa, continuous integration, tfs, ASP.Net MVC, sybase, rabbit mq, msbuild, c#, test-driven development (tdd), oriented object, java, git, .net",11,0,Sr Software Engineer
679836,"android, html5, web development, css3, node.js, mongodb, software development, front end, express.js, entity framework, mongoose, c#, linq, full stack, backend development, mobile application development, angular, jquery, .net",2,3,Full Stack Software Developer
675925,"sql server, excel, etl, scripting, sql server integration server, modeling, ssis, ssrs, data visualisation, sql query, power bi, analytical and critical thinking skills",9,3,SSRS Report Developer/BI Developer
645849,"sql, javascript, python, c++, html5, css3, node.js, docker, react.js, rest api, go lang, tfs, ASP.Net MVC, cloud computing, matlab, c#, es6, puppet, kubernetes, angular, java, git, aws, .net, react native, google cloud",8,3,Devops Engineer and Cloud Architect
